prob,log10.PO.,qval,alpha,fst,LOC.num,ID,CHROM,POS,Outliers.qvalue
0.081816,-1.0501,0.84735,-0.020748,0.0042535,254,21789:10:+,LR633943.1,13942199,FALSE
0.091618,-0.99629,0.76859,-0.023938,0.0042657,255,21941:17:+,LR633943.1,14018714,FALSE
0.091018,-0.99943,0.77682,-0.025584,0.0042428,256,21983:29:+,LR633943.1,14025037,FALSE
0.080616,-1.0571,0.85176,-0.012042,0.0042822,257,22446:250:+,LR633943.1,14262186,FALSE
0.082216,-1.0478,0.84569,-0.026589,0.004224,258,22619:75:-,LR633943.1,14340586,FALSE
0.090618,-1.0015,0.78215,-0.025938,0.004248,259,22813:103:+,LR633943.1,14453696,FALSE
0.078616,-1.0689,0.85751,-5.2224e-6,0.0043295,260,22873:99:-,LR633943.1,14493357,FALSE
0.080616,-1.0571,0.85176,-0.027981,0.0042226,261,22936:106:+,LR633943.1,14541030,FALSE
0.080816,-1.0559,0.85097,-0.023413,0.0042503,262,22937:117:-,LR633943.1,14540810,FALSE
0.078416,-1.0701,0.85795,-0.0062174,0.0043165,263,23139:247:-,LR633943.1,14657440,FALSE
