ID,CHROM,POS,scaffold,RADloc,NNA,MAF
2334:8:+,LR633943.1,2915777,LR633943.1,2334,0.00728597449908925,0.0165137614678899
2348:15:+,LR633943.1,2917166,LR633943.1,2348,0.00546448087431694,0.0384615384615385
2371:28:+,LR633943.1,2941692,LR633943.1,2371,0.0127504553734062,0.014760147601476
2375:54:-,LR633943.1,2941998,LR633943.1,2375,0.00182149362477231,0.0164233576642336
2389:199:-,LR633943.1,2947492,LR633943.1,2389,0.0255009107468124,0.0168224299065421
2390:31:+,LR633943.1,2947843,LR633943.1,2390,0.0218579234972678,0.0670391061452514
2415:44:+,LR633943.1,2958807,LR633943.1,2415,0,0.0154826958105647
2421:81:+,LR633943.1,2961264,LR633943.1,2421,0.0382513661202186,0.0113636363636364
2428:201:-,LR633943.1,2963297,LR633943.1,2428,0.00364298724954463,0.0164533820840951
2431:167:-,LR633943.1,2964205,LR633943.1,2431,0.029143897996357,0.0703564727954972
2499:27:+,LR633943.1,3013795,LR633943.1,2499,0.00364298724954463,0.0173674588665448
2506:145:+,LR633943.1,3020541,LR633943.1,2506,0,0.0163934426229508
2547:54:-,LR633943.1,3061015,LR633943.1,2547,0.034608378870674,0.178301886792453
2555:17:-,LR633943.1,3067734,LR633943.1,2555,0.0236794171220401,0.0177238805970149
2572:92:+,LR633943.1,3084630,LR633943.1,2572,0.0692167577413479,0.0117416829745597
2610:20:+,LR633943.1,3123480,LR633943.1,2610,0.00728597449908925,0.0174311926605505
2656:126:+,LR633943.1,3182519,LR633943.1,2656,0.0273224043715847,0.0159176029962547
2657:139:-,LR633943.1,3182257,LR633943.1,2657,0.00182149362477231,0.0173357664233577
2680:12:+,LR633943.1,3200480,LR633943.1,2680,0.00182149362477231,0.0155109489051095
2733:200:-,LR633943.1,3291134,LR633943.1,2733,0.0127504553734062,0.0931734317343173
2814:214:-,LR633943.1,3388877,LR633943.1,2814,0.029143897996357,0.0121951219512195
2843:39:+,LR633943.1,3404497,LR633943.1,2843,0.058287795992714,0.0764023210831721
2850:64:-,LR633943.1,3415479,LR633943.1,2850,0.0273224043715847,0.0121722846441948
2861:61:+,LR633943.1,3428129,LR633943.1,2861,0.058287795992714,0.382978723404255
2878:233:-,LR633943.1,3444911,LR633943.1,2878,0.0182149362477231,0.0157699443413729
2882:128:+,LR633943.1,3446746,LR633943.1,2882,0.034608378870674,0.0254716981132075
2908:72:+,LR633943.1,3461266,LR633943.1,2908,0.0692167577413479,0.0136986301369863
2909:195:-,LR633943.1,3461002,LR633943.1,2909,0,0.0163934426229508
2954:116:-,LR633943.1,3490140,LR633943.1,2954,0.00364298724954463,0.0146252285191956
2956:184:-,LR633943.1,3490892,LR633943.1,2956,0.00182149362477231,0.0182481751824818
2975:17:+,LR633943.1,3501222,LR633943.1,2975,0.00182149362477231,0.0145985401459854
2983:34:-,LR633943.1,3505813,LR633943.1,2983,0.0418943533697632,0.0446768060836502
3048:11:-,LR633943.1,3548109,LR633943.1,3048,0.0236794171220401,0.0223880597014925
3074:121:+,LR633943.1,3558472,LR633943.1,3074,0,0.0163934426229508
3091:135:-,LR633943.1,3566766,LR633943.1,3091,0.00364298724954463,0.026508226691042
3116:9:+,LR633943.1,3576774,LR633943.1,3116,0.0364298724954463,0.0113421550094518
3121:256:-,LR633943.1,3577528,LR633943.1,3121,0,0.0163934426229508
3146:197:-,LR633943.1,3596327,LR633943.1,3146,0.00364298724954463,0.0137111517367459
3175:244:-,LR633943.1,3612311,LR633943.1,3175,0.00546448087431694,0.0146520146520147
3187:126:-,LR633943.1,3619328,LR633943.1,3187,0,0.0218579234972678
3245:226:-,LR633943.1,3673709,LR633943.1,3245,0.0892531876138433,0.019
3247:40:+,LR633943.1,3679411,LR633943.1,3247,0.0109289617486339,0.0110497237569061
3266:26:+,LR633943.1,3699258,LR633943.1,3266,0.0655737704918033,0.226120857699805
3268:82:+,LR633943.1,3700032,LR633943.1,3268,0.00546448087431694,0.0164835164835165
3286:189:-,LR633943.1,3709154,LR633943.1,3286,0.0109289617486339,0.0165745856353591
3292:140:-,LR633943.1,3715680,LR633943.1,3292,0.00910746812386157,0.015625
3376:17:+,LR633943.1,3761076,LR633943.1,3376,0.092896174863388,0.0552208835341365
3377:15:+,LR633943.1,3763917,LR633943.1,3377,0.00910746812386157,0.0137867647058824
3390:157:-,LR633943.1,3768222,LR633943.1,3390,0.00364298724954463,0.0137111517367459
3411:68:-,LR633943.1,3781349,LR633943.1,3411,0.0309653916211293,0.447368421052632
3466:10:+,LR633943.1,3815419,LR633943.1,3466,0.0145719489981785,0.0147874306839187
3468:8:+,LR633943.1,3815881,LR633943.1,3468,0.0273224043715847,0.348314606741573
3469:184:-,LR633943.1,3815692,LR633943.1,3469,0.0182149362477231,0.0157699443413729
3471:5:+,LR633943.1,3818582,LR633943.1,3471,0.00364298724954463,0.0137111517367459
3487:131:-,LR633943.1,3826884,LR633943.1,3487,0.00364298724954463,0.0146252285191956
3492:271:-,LR633943.1,3828856,LR633943.1,3492,0.0910746812386157,0.0130260521042084
3519:56:+,LR633943.1,3841410,LR633943.1,3519,0.058287795992714,0.0183752417794971
3554:67:+,LR633943.1,3852584,LR633943.1,3554,0.0273224043715847,0.128277153558052
3570:176:-,LR633943.1,3870739,LR633943.1,3570,0.00182149362477231,0.0164233576642336
3624:67:-,LR633943.1,3914959,LR633943.1,3624,0.0819672131147541,0.1875
3632:162:-,LR633943.1,3918180,LR633943.1,3632,0,0.0163934426229508
3655:123:+,LR633943.1,3946090,LR633943.1,3655,0,0.017304189435337
3659:106:+,LR633943.1,3947891,LR633943.1,3659,0,0.0154826958105647
3675:8:+,LR633943.1,3961207,LR633943.1,3675,0.0218579234972678,0.0130353817504655
3679:123:-,LR633943.1,3962323,LR633943.1,3679,0.00546448087431694,0.0173992673992674
3687:103:-,LR633943.1,3972315,LR633943.1,3687,0.00182149362477231,0.0155109489051095
3699:137:-,LR633943.1,3984544,LR633943.1,3699,0.0127504553734062,0.0470479704797048
3701:268:-,LR633943.1,3987811,LR633943.1,3701,0.0491803278688525,0.039272030651341
3749:154:-,LR633943.1,4023551,LR633943.1,3749,0.0127504553734062,0.011070110701107
3768:100:-,LR633943.1,4039218,LR633943.1,3768,0.00182149362477231,0.0145985401459854
3775:225:-,LR633943.1,4041973,LR633943.1,3775,0.058287795992714,0.0599613152804642
3792:83:-,LR633943.1,4056173,LR633943.1,3792,0.0473588342440801,0.0219885277246654
3898:211:-,LR633943.1,4155624,LR633943.1,3898,0.0273224043715847,0.0702247191011236
3899:208:+,LR633943.1,4156915,LR633943.1,3899,0.0673952641165756,0.017578125
3917:41:+,LR633943.1,4176670,LR633943.1,3917,0.0437158469945355,0.0152380952380952
3928:116:-,LR633943.1,4177778,LR633943.1,3928,0.0491803278688525,0.17816091954023
3957:131:+,LR633943.1,4189778,LR633943.1,3957,0.0255009107468124,0.214953271028037
3977:128:-,LR633943.1,4199040,LR633943.1,3977,0.0163934426229508,0.0509259259259259
3984:64:+,LR633943.1,4203096,LR633943.1,3984,0.0327868852459016,0.0216572504708098
4023:140:-,LR633943.1,4227698,LR633943.1,4023,0,0.017304189435337
4040:88:+,LR633943.1,4257638,LR633943.1,4040,0.0200364298724954,0.078996282527881
4047:200:-,LR633943.1,4261264,LR633943.1,4047,0.0109289617486339,0.0377532228360958
4058:13:+,LR633943.1,4271107,LR633943.1,4058,0.0273224043715847,0.0149812734082397
4063:20:+,LR633943.1,4275328,LR633943.1,4063,0.0127504553734062,0.0138376383763838
4094:185:-,LR633943.1,4286824,LR633943.1,4094,0.0273224043715847,0.0168539325842697
4099:211:-,LR633943.1,4289334,LR633943.1,4099,0.058287795992714,0.12862669245648
4103:192:+,LR633943.1,4292758,LR633943.1,4103,0.0145719489981785,0.0850277264325323
4114:127:-,LR633943.1,4302240,LR633943.1,4114,0.029143897996357,0.0384615384615385
4130:49:+,LR633943.1,4318645,LR633943.1,4130,0.00364298724954463,0.0146252285191956
4153:135:-,LR633943.1,4333553,LR633943.1,4153,0.00364298724954463,0.0521023765996344
4156:130:-,LR633943.1,4333935,LR633943.1,4156,0.0127504553734062,0.022140221402214
4168:53:+,LR633943.1,4338746,LR633943.1,4168,0.0200364298724954,0.0269516728624535
4175:89:+,LR633943.1,4341485,LR633943.1,4175,0.0473588342440801,0.01434034416826
4249:124:-,LR633943.1,4394316,LR633943.1,4249,0.00364298724954463,0.0137111517367459
4307:229:-,LR633943.1,4431771,LR633943.1,4307,0.0983606557377049,0.0222222222222222
4326:118:-,LR633943.1,4444119,LR633943.1,4326,0.0109289617486339,0.0147329650092081
4351:57:+,LR633943.1,4453139,LR633943.1,4351,0.0437158469945355,0.0552380952380952
4353:71:+,LR633943.1,4453471,LR633943.1,4353,0.00182149362477231,0.0136861313868613
4354:89:-,LR633943.1,4453314,LR633943.1,4354,0.0182149362477231,0.025974025974026
4356:161:-,LR633943.1,4453831,LR633943.1,4356,0.0546448087431694,0.0240847784200385
4359:139:-,LR633943.1,4454458,LR633943.1,4359,0.0236794171220401,0.0652985074626866
4372:16:+,LR633943.1,4468619,LR633943.1,4372,0.00364298724954463,0.0329067641681901
4373:254:-,LR633943.1,4468352,LR633943.1,4373,0.00910746812386157,0.015625
4383:100:-,LR633943.1,4475538,LR633943.1,4383,0.00728597449908925,0.0146788990825688
4405:178:-,LR633943.1,4493772,LR633943.1,4405,0.0364298724954463,0.0207939508506616
4418:230:-,LR633943.1,4502289,LR633943.1,4418,0.00364298724954463,0.0146252285191956
4472:59:+,LR633943.1,4548646,LR633943.1,4472,0.0418943533697632,0.201520912547529
4512:70:+,LR633943.1,4569490,LR633943.1,4512,0.0546448087431694,0.046242774566474
4548:16:+,LR633943.1,4599456,LR633943.1,4548,0.0127504553734062,0.0138376383763838
4565:23:+,LR633943.1,4611623,LR633943.1,4565,0.0728597449908925,0.120825147347741
4641:48:+,LR633943.1,4694159,LR633943.1,4641,0.0728597449908925,0.0982318271119843
4690:244:-,LR633943.1,4734998,LR633943.1,4690,0.0273224043715847,0.0196629213483146
4696:6:+,LR633943.1,4741430,LR633943.1,4696,0.0109289617486339,0.26427255985267
4703:148:-,LR633943.1,4744877,LR633943.1,4703,0.00728597449908925,0.0302752293577982
4711:102:+,LR633943.1,4757179,LR633943.1,4711,0.0418943533697632,0.124524714828897
4727:125:-,LR633943.1,4785010,LR633943.1,4727,0.0255009107468124,0.169158878504673
4738:164:-,LR633943.1,4802866,LR633943.1,4738,0.0309653916211293,0.0836466165413534
4755:76:+,LR633943.1,4811822,LR633943.1,4755,0.034608378870674,0.0915094339622641
4773:248:-,LR633943.1,4824942,LR633943.1,4773,0.058287795992714,0.0889748549323017
4775:145:-,LR633943.1,4830095,LR633943.1,4775,0.0255009107468124,0.105607476635514
4777:82:-,LR633943.1,4830304,LR633943.1,4777,0.0273224043715847,0.22940074906367
4790:189:-,LR633943.1,4835016,LR633943.1,4790,0.00182149362477231,0.0164233576642336
4805:13:+,LR633943.1,4844974,LR633943.1,4805,0.0400728597449909,0.0180265654648956
4811:17:+,LR633943.1,4849264,LR633943.1,4811,0.00364298724954463,0.0319926873857404
4813:52:+,LR633943.1,4849707,LR633943.1,4813,0,0.017304189435337
4839:54:+,LR633943.1,4864766,LR633943.1,4839,0.00182149362477231,0.0173357664233577
4843:21:+,LR633943.1,4866107,LR633943.1,4843,0.0109289617486339,0.0165745856353591
4871:77:+,LR633943.1,4881723,LR633943.1,4871,0.0218579234972678,0.0335195530726257
4874:141:+,LR633943.1,4884658,LR633943.1,4874,0.00910746812386157,0.161764705882353
4894:20:+,LR633943.1,4894091,LR633943.1,4894,0.00728597449908925,0.0128440366972477
4904:37:+,LR633943.1,4896997,LR633943.1,4904,0.00546448087431694,0.0164835164835165
4910:18:+,LR633943.1,4898094,LR633943.1,4910,0.0783242258652095,0.204545454545455
4934:199:-,LR633943.1,4908038,LR633943.1,4934,0.00182149362477231,0.0164233576642336
4938:123:-,LR633943.1,4910410,LR633943.1,4938,0.0218579234972678,0.0223463687150838
4950:120:-,LR633943.1,4915586,LR633943.1,4950,0.00364298724954463,0.0155393053016453
4954:118:-,LR633943.1,4918035,LR633943.1,4954,0.00546448087431694,0.0146520146520147
4955:141:-,LR633943.1,4918626,LR633943.1,4955,0.0255009107468124,0.0383177570093458
4965:16:+,LR633943.1,4933123,LR633943.1,4965,0.00182149362477231,0.0109489051094891
4975:121:-,LR633943.1,4936669,LR633943.1,4975,0.00364298724954463,0.0182815356489945
4977:155:-,LR633943.1,4937621,LR633943.1,4977,0.00910746812386157,0.0284926470588235
4980:267:-,LR633943.1,4941678,LR633943.1,4980,0.0218579234972678,0.0139664804469274
5059:20:+,LR633943.1,5004843,LR633943.1,5059,0.0418943533697632,0.137832699619772
5069:210:-,LR633943.1,5008366,LR633943.1,5069,0.00546448087431694,0.0146520146520147
5082:100:-,LR633943.1,5019968,LR633943.1,5082,0.0655737704918033,0.0204678362573099
5084:32:+,LR633943.1,5022497,LR633943.1,5084,0.0382513661202186,0.0151515151515152
5095:95:-,LR633943.1,5033260,LR633943.1,5095,0.00910746812386157,0.0165441176470588
5114:7:+,LR633943.1,5051572,LR633943.1,5114,0.0163934426229508,0.0157407407407407
5203:265:-,LR633943.1,5154208,LR633943.1,5203,0.0673952641165756,0.0166015625
5206:124:-,LR633943.1,5154532,LR633943.1,5206,0.0218579234972678,0.058659217877095
5283:180:-,LR633943.1,5213040,LR633943.1,5283,0.0127504553734062,0.014760147601476
5292:42:+,LR633943.1,5236480,LR633943.1,5292,0.0546448087431694,0.411368015414258
5306:15:+,LR633943.1,5246159,LR633943.1,5306,0.0163934426229508,0.0166666666666667
5312:17:+,LR633943.1,5249965,LR633943.1,5312,0.00910746812386157,0.0128676470588235
5327:115:+,LR633943.1,5269697,LR633943.1,5327,0.0910746812386157,0.45190380761523
5355:79:-,LR633943.1,5286740,LR633943.1,5355,0.0182149362477231,0.0148423005565863
5356:23:+,LR633943.1,5286893,LR633943.1,5356,0.0965391621129326,0.0231854838709677
5415:15:+,LR633943.1,5315764,LR633943.1,5415,0.00182149362477231,0.0164233576642336
5422:37:-,LR633943.1,5324040,LR633943.1,5422,0.0491803278688525,0.0316091954022989
5444:34:+,LR633943.1,5339928,LR633943.1,5444,0.0273224043715847,0.0112359550561798
5448:18:+,LR633943.1,5344699,LR633943.1,5448,0.0127504553734062,0.106088560885609
5449:65:-,LR633943.1,5344619,LR633943.1,5449,0.034608378870674,0.0792452830188679
5452:9:+,LR633943.1,5345242,LR633943.1,5452,0.00182149362477231,0.0155109489051095
5475:15:+,LR633943.1,5354970,LR633943.1,5475,0.0109289617486339,0.0156537753222836
5483:23:+,LR633943.1,5355934,LR633943.1,5483,0.00546448087431694,0.0164835164835165
5490:119:-,LR633943.1,5357758,LR633943.1,5490,0.0801457194899818,0.0108910891089109
5503:111:-,LR633943.1,5367429,LR633943.1,5503,0.0528233151183971,0.438461538461538
5517:7:+,LR633943.1,5374971,LR633943.1,5517,0.00728597449908925,0.0155963302752294
5553:181:-,LR633943.1,5435727,LR633943.1,5553,0.00364298724954463,0.0164533820840951
5562:198:-,LR633943.1,5441319,LR633943.1,5562,0.00546448087431694,0.0155677655677656
5571:201:-,LR633943.1,5460747,LR633943.1,5571,0.0145719489981785,0.0194085027726433
5642:90:-,LR633943.1,5568129,LR633943.1,5642,0.0236794171220401,0.042910447761194
5644:53:+,LR633943.1,5569366,LR633943.1,5644,0.0145719489981785,0.0175600739371534
5652:117:-,LR633943.1,5580499,LR633943.1,5652,0.0418943533697632,0.267110266159696
5664:69:+,LR633943.1,5585963,LR633943.1,5664,0.00728597449908925,0.0192660550458716
5692:186:-,LR633943.1,5602326,LR633943.1,5692,0.0236794171220401,0.0205223880597015
5701:126:-,LR633943.1,5606474,LR633943.1,5701,0.0255009107468124,0.0336448598130841
5776:229:-,LR633943.1,5659468,LR633943.1,5776,0.00182149362477231,0.0173357664233577
5809:204:-,LR633943.1,5678687,LR633943.1,5809,0.029143897996357,0.0206378986866792
5819:159:-,LR633943.1,5685544,LR633943.1,5819,0.00182149362477231,0.0164233576642336
5821:7:+,LR633943.1,5686403,LR633943.1,5821,0.00910746812386157,0.0128676470588235
5824:154:-,LR633943.1,5687535,LR633943.1,5824,0.034608378870674,0.195283018867925
5827:85:+,LR633943.1,5688388,LR633943.1,5827,0.0127504553734062,0.0488929889298893
5830:114:-,LR633943.1,5689629,LR633943.1,5830,0.00182149362477231,0.0346715328467153
5856:13:+,LR633943.1,5710544,LR633943.1,5856,0.00364298724954463,0.0137111517367459
5859:96:+,LR633943.1,5714945,LR633943.1,5859,0.00364298724954463,0.0155393053016453
5870:222:-,LR633943.1,5718995,LR633943.1,5870,0.0200364298724954,0.0148698884758364
5879:73:+,LR633943.1,5722077,LR633943.1,5879,0.00364298724954463,0.0182815356489945
5887:132:-,LR633943.1,5723677,LR633943.1,5887,0.00546448087431694,0.0164835164835165
5921:197:-,LR633943.1,5743794,LR633943.1,5921,0.00182149362477231,0.0155109489051095
5934:38:+,LR633943.1,5752412,LR633943.1,5934,0.00728597449908925,0.0165137614678899
5946:83:+,LR633943.1,5755254,LR633943.1,5946,0,0.0163934426229508
6010:168:-,LR633943.1,5801637,LR633943.1,6010,0.0127504553734062,0.0156826568265683
6020:85:+,LR633943.1,5812653,LR633943.1,6020,0.0163934426229508,0.0148148148148148
6104:39:+,LR633943.1,5876137,LR633943.1,6104,0.0127504553734062,0.040590405904059
6152:122:-,LR633943.1,5901753,LR633943.1,6152,0.0163934426229508,0.0203703703703704
6165:71:+,LR633943.1,5911104,LR633943.1,6165,0.0127504553734062,0.0387453874538745
6212:224:-,LR633943.1,5953855,LR633943.1,6212,0.0145719489981785,0.0120147874306839
6250:182:-,LR633943.1,5979380,LR633943.1,6250,0.0127504553734062,0.018450184501845
6258:10:+,LR633943.1,5987201,LR633943.1,6258,0,0.0191256830601093
6268:93:+,LR633943.1,5990950,LR633943.1,6268,0.00728597449908925,0.0431192660550459
6290:123:+,LR633943.1,6004967,LR633943.1,6290,0.063752276867031,0.0573929961089494
6313:15:+,LR633943.1,6015945,LR633943.1,6313,0.00182149362477231,0.0474452554744526
6349:28:+,LR633943.1,6050784,LR633943.1,6349,0.0692167577413479,0.340508806262231
6352:86:+,LR633943.1,6053623,LR633943.1,6352,0,0.0163934426229508
6359:240:-,LR633943.1,6055143,LR633943.1,6359,0.0109289617486339,0.0165745856353591
6363:273:-,LR633943.1,6057275,LR633943.1,6363,0.0856102003642987,0.132470119521912
6367:192:-,LR633943.1,6059875,LR633943.1,6367,0.00546448087431694,0.0155677655677656
6369:192:-,LR633943.1,6060461,LR633943.1,6369,0.00364298724954463,0.0155393053016453
6372:68:+,LR633943.1,6062703,LR633943.1,6372,0.0127504553734062,0.025830258302583
6455:203:-,LR633943.1,6133104,LR633943.1,6455,0.00546448087431694,0.0183150183150183
6482:5:+,LR633943.1,6148152,LR633943.1,6482,0.0746812386156648,0.131889763779528
6504:48:+,LR633943.1,6161739,LR633943.1,6504,0,0.017304189435337
6536:17:+,LR633943.1,6199733,LR633943.1,6536,0.0200364298724954,0.0808550185873606
6543:206:-,LR633943.1,6204419,LR633943.1,6543,0.00182149362477231,0.0155109489051095
6552:153:-,LR633943.1,6212442,LR633943.1,6552,0.00182149362477231,0.0164233576642336
6553:10:+,LR633943.1,6212684,LR633943.1,6553,0.0655737704918033,0.0146198830409357
6566:170:-,LR633943.1,6224433,LR633943.1,6566,0.0236794171220401,0.0167910447761194
6635:209:+,LR633943.1,6271264,LR633943.1,6635,0.0473588342440801,0.169216061185468
6645:192:-,LR633943.1,6275050,LR633943.1,6645,0.00364298724954463,0.0146252285191956
6672:165:-,LR633943.1,6293436,LR633943.1,6672,0.0127504553734062,0.0138376383763838
6701:128:-,LR633943.1,6316219,LR633943.1,6701,0.00182149362477231,0.0136861313868613
